Title,Aired,Original Network,Score,Watch Platforms,Release_Year,Score_Cleaned,Score_Ratings,Score_User_Base,non_korean_platform
Eve,"Jun 1, 2022 - Jul 21, 2022",tvN,"7.8 (scored by 13,197 users)","Apple TV, Viki, iQIYI, Netflix",2022,"7.8 (scored by 13,197 users)",7.8,13197,1
Battle for Happiness,"May 31, 2023 - Jul 20, 2023",ENA,"7.8 (scored by 1,227 users)","Prime Video, Viki, Lemino",2023,"7.8 (scored by 1,227 users)",7.8,1227,1
Where Your Eyes Linger,"May 22, 2020 - Jun 12, 2020",Viki,"7.9 (scored by 39,989 users)","Apple TV, WeTV, Viki",2020,"7.9 (scored by 39,989 users)",7.9,39989,1
Kiss Goblin,"Jul 28, 2020 - Sep 3, 2020","Naver TV Cast, vLive","7.8 (scored by 13,600 users)","Apple TV, Viki, KOK TV",2020,"7.8 (scored by 13,600 users)",7.8,13600,1
Big Issue,"Mar 6, 2019 - May 2, 2019",SBS,"7.8 (scored by 1,574 users)","Apple TV, Viki, SBS World, Kocowa",2019,"7.8 (scored by 1,574 users)",7.8,1574,1
Where Stars Land,"Oct 1, 2018 - Nov 26, 2018",SBS,"7.8 (scored by 18,998 users)","Apple TV, Netflix, Viki, SBS World, VIU Indonesia, Kocowa",2018,"7.8 (scored by 18,998 users)",7.8,18998,1
Jazz for Two,"Mar 26, 2024 - Mar 29, 2024","TVING, Wavve","7.8 (scored by 17,075 users)","TVING, iQIYI, Wavve",2024,"7.8 (scored by 17,075 users)",7.8,17075,1
Hope or Dope 2,"May 31, 2022",Seezn,"7.8 (scored by 1,719 users)",Viki,2022,"7.8 (scored by 1,719 users)",7.8,1719,1
Parole Examiner Lee,"Nov 18, 2024 - Dec 24, 2024",tvN,"7.8 (scored by 1,083 users)",Viki,2024,"7.8 (scored by 1,083 users)",7.8,1083,1
Mental Coach Jegal,"Sep 12, 2022 - Nov 1, 2022",tvN,"7.8 (scored by 1,239 users)","Apple TV, Viki",2022,"7.8 (scored by 1,239 users)",7.8,1239,1
Wednesday 3:30 PM,"May 31, 2017 - Jun 14, 2017",Oksusu,"7.8 (scored by 10,459 users)",Viki,2017,"7.8 (scored by 10,459 users)",7.8,10459,1
"My Lawyer, Mr. Jo","Mar 28, 2016 - May 31, 2016",KBS2,"7.8 (scored by 1,273 users)","Viki, Kocowa",2016,"7.8 (scored by 1,273 users)",7.8,1273,1
Moebius: The Veil,"Oct 29, 2021 - Oct 30, 2021","MBC, Wavve",7.8 (scored by 969 users),"Prime Video, Viki, Kocowa",2021,7.8 (scored by 969 users),7.8,969,1
Nice Witch,"Mar 3, 2018 - May 5, 2018",SBS,"7.8 (scored by 2,440 users)","SBS World, Kocowa",2018,"7.8 (scored by 2,440 users)",7.8,2440,0
The Cursed,"Feb 10, 2020 - Mar 17, 2020",tvN,"7.8 (scored by 3,219 users)","Apple TV, Netflix, WeTV, iQIYI, Tubi, Prime Video, Roku",2020,"7.8 (scored by 3,219 users)",7.8,3219,1
Cross,"Jan 29, 2018 - Mar 20, 2018",tvN,"7.8 (scored by 2,232 users)","Tubi, Roku",2018,"7.8 (scored by 2,232 users)",7.8,2232,1
Cunning Single Lady,"Feb 27, 2014 - Apr 24, 2014",MBC,"7.8 (scored by 15,783 users)","Netflix, Viki, Kocowa",2014,"7.8 (scored by 15,783 users)",7.8,15783,1
Miss Independent Ji Eun Season 2,"Jul 16, 2019 - Sep 6, 2019",vLive,"7.8 (scored by 1,124 users)",Dingo K-Drama,2019,"7.8 (scored by 1,124 users)",7.8,1124,0
Be My Boyfriend,"Feb 25, 2021 - Apr 15, 2021",Naver TV Cast,"7.8 (scored by 11,032 users)","Apple TV, WeTV, Viki, KOK TV",2021,"7.8 (scored by 11,032 users)",7.8,11032,1
Delivery Man,"Mar 1, 2023 - Apr 6, 2023","ENA, Genie TV","7.8 (scored by 5,115 users)","Viki, VIU Indonesia",2023,"7.8 (scored by 5,115 users)",7.8,5115,1
The Incarnation of Money,"Feb 2, 2013 - Apr 21, 2013",SBS,"7.8 (scored by 2,090 users)","SBS World, Viki, Kocowa",2013,"7.8 (scored by 2,090 users)",7.8,2090,1
Miss Independent Ji Eun,"Mar 21, 2018 - May 9, 2018",,"7.8 (scored by 2,408 users)",Dingo K-Drama,2018,"7.8 (scored by 2,408 users)",7.8,2408,0
Maids,"Dec 12, 2014 - Mar 28, 2015",jTBC,"7.8 (scored by 1,687 users)",,2015,"7.8 (scored by 1,687 users)",7.8,1687,0
Bride of the Century,"Feb 22, 2014 - Apr 12, 2014",TV Chosun,"7.8 (scored by 14,424 users)","Viki, Prime Video",2014,"7.8 (scored by 14,424 users)",7.8,14424,1
I Need Romance Season 3,"Jan 13, 2014 - Mar 4, 2014",tvN,"7.8 (scored by 8,862 users)",Tubi,2014,"7.8 (scored by 8,862 users)",7.8,8862,1
A Poem a Day,"Mar 26, 2018 - May 15, 2018",tvN,"7.8 (scored by 7,333 users)","VIU Indonesia, Tubi",2018,"7.8 (scored by 7,333 users)",7.8,7333,1
I Started Following Romance,"Mar 29, 2019 - Apr 30, 2019",,7.8 (scored by 412 users),"Viki, Kocowa",2019,7.8 (scored by 412 users),7.8,412,1
One More Happy Ending,"Jan 20, 2016 - Mar 10, 2016",MBC,"7.8 (scored by 9,566 users)","Netflix, Viki, Kocowa",2016,"7.8 (scored by 9,566 users)",7.8,9566,1
Flower Grandpa Investigation Unit,"May 9, 2014 - Jul 25, 2014",tvN,"7.8 (scored by 1,657 users)",,2014,"7.8 (scored by 1,657 users)",7.8,1657,0
My Lovely Boxer,"Aug 21, 2023 - Oct 2, 2023",KBS2,"7.8 (scored by 3,227 users)","Viki, Wavve, Prime Video, Kocowa",2023,"7.8 (scored by 3,227 users)",7.8,3227,1
Family,"Aug 13, 2012 - Feb 6, 2013",KBS2,7.8 (scored by 481 users),,2013,7.8 (scored by 481 users),7.8,481,0
The One and Only,"Dec 20, 2021 - Feb 8, 2022",jTBC,"7.8 (scored by 4,784 users)","Netflix, Viki, TVING, Prime Video",2022,"7.8 (scored by 4,784 users)",7.8,4784,1
Namib,"Dec 23, 2024 - Jan 28, 2025",ENA,"7.9 (scored by 3,031 users)",Viki,2025,"7.9 (scored by 3,031 users)",7.9,3031,1
Tracer Season 2,"Feb 18, 2022","MBC, Wavve",7.8 (scored by 710 users),Viki,2022,7.8 (scored by 710 users),7.8,710,1
Numbers,"Jun 23, 2023 - Jul 29, 2023","MBC, Wavve","7.8 (scored by 4,462 users)","Apple TV, Viki, Kocowa",2023,"7.8 (scored by 4,462 users)",7.8,4462,1
Naked Fireman,"Jan 12, 2017 - Jan 19, 2017",KBS2,"7.8 (scored by 3,186 users)","Viki, Kocowa",2017,"7.8 (scored by 3,186 users)",7.8,3186,1
Your Honor,"Aug 12, 2024 - Sep 10, 2024","ENA, Genie TV","7.8 (scored by 1,694 users)",Viki,2024,"7.8 (scored by 1,694 users)",7.8,1694,1
Different Dreams,"May 4, 2019 - Jul 13, 2019",MBC,7.8 (scored by 761 users),"Viki, Kocowa",2019,7.8 (scored by 761 users),7.8,761,1
Secret Royal Inspector & Joy,"Nov 8, 2021 - Dec 28, 2021",tvN,"7.8 (scored by 8,104 users)","Netflix, WeTV, Viki, iQIYI, TVING, Hulu",2021,"7.8 (scored by 8,104 users)",7.8,8104,1
Should We Kiss First?,"Feb 20, 2018 - Apr 24, 2018",SBS,7.8 (scored by 913 users),"SBS World, Kocowa",2018,7.8 (scored by 913 users),7.8,913,0
For Eagle Brothers,"Feb 1, 2025 - Aug 3, 2025",KBS2,7.7 (scored by 549 users),"Viki, Kocowa",2025,7.7 (scored by 549 users),7.7,549,1
Glorious Day,"Apr 26, 2014 - Oct 5, 2014",SBS,"7.8 (scored by 1,576 users)","Viki, Wavve",2014,"7.8 (scored by 1,576 users)",7.8,1576,1
Life Is Beautiful,"Mar 20, 2010 - Nov 7, 2010",SBS,"7.8 (scored by 1,164 users)",,2010,"7.8 (scored by 1,164 users)",7.8,1164,0
Money Game,"Jan 15, 2020 - Mar 5, 2020",tvN,7.8 (scored by 702 users),"Apple TV, WeTV, VIU Indonesia",2020,7.8 (scored by 702 users),7.8,702,1
Face Me,"Nov 6, 2024 - Dec 12, 2024",KBS2,"7.8 (scored by 4,004 users)","Viki, Wavve",2024,"7.8 (scored by 4,004 users)",7.8,4004,1
Horse Doctor,"Oct 1, 2012 - Mar 25, 2013",MBC,7.8 (scored by 939 users),Kocowa,2013,7.8 (scored by 939 users),7.8,939,0
Trap,"Feb 9, 2019 - Mar 3, 2019",OCN,"7.8 (scored by 1,798 users)",Apple TV,2019,"7.8 (scored by 1,798 users)",7.8,1798,1
Matrimonial Chaos,"Oct 8, 2018 - Nov 27, 2018",KBS2,"7.8 (scored by 1,578 users)","Viki, Netflix, Kocowa",2018,"7.8 (scored by 1,578 users)",7.8,1578,1
Come! Jang Bo Ri,"Apr 5, 2014 - Oct 12, 2014",MBC,"7.8 (scored by 2,103 users)","Viki, Kocowa",2014,"7.8 (scored by 2,103 users)",7.8,2103,1
Check in Hanyang,"Dec 21, 2024 - Feb 9, 2025",Channel A,"7.8 (scored by 3,682 users)","Wavve, Viki, Netflix, TVING",2025,"7.8 (scored by 3,682 users)",7.8,3682,1
Delightfully Deceitful,"May 29, 2023 - Jul 18, 2023",tvN,"7.8 (scored by 4,650 users)","Apple TV, TVING, VIU Indonesia, Netflix",2023,"7.8 (scored by 4,650 users)",7.8,4650,1
When My Love Blooms,"Apr 25, 2020 - Jun 14, 2020",tvN,"7.8 (scored by 5,966 users)","Netflix, WeTV, iQIYI, Tubi",2020,"7.8 (scored by 5,966 users)",7.8,5966,1
"Cheat On Me, if You Can","Dec 2, 2020 - Jan 28, 2021","KBS2, Wavve","7.8 (scored by 3,965 users)","Apple TV, Viki, VIU Indonesia, Kocowa",2021,"7.8 (scored by 3,965 users)",7.8,3965,1
Abyss,"May 6, 2019 - Jun 25, 2019",tvN,"7.8 (scored by 51,608 users)",Netflix,2019,"7.8 (scored by 51,608 users)",7.8,51608,1
Two Cops,"Nov 27, 2017 - Jan 16, 2018",MBC,"7.8 (scored by 6,409 users)","Apple TV, Netflix, Kocowa",2018,"7.8 (scored by 6,409 users)",7.8,6409,1
Grand Prince,"Mar 3, 2018 - May 6, 2018",TV Chosun,"7.8 (scored by 3,135 users)",Viki,2018,"7.8 (scored by 3,135 users)",7.8,3135,1
Hope or Dope,"Mar 25, 2022",Seezn,"7.8 (scored by 2,786 users)",Viki,2022,"7.8 (scored by 2,786 users)",7.8,2786,1
Love Tractor,"Jun 7, 2023 - Jun 21, 2023",,"7.8 (scored by 13,963 users)",iQIYI,2023,"7.8 (scored by 13,963 users)",7.8,13963,1
Good Casting,"Apr 27, 2020 - Jun 16, 2020",SBS,"7.8 (scored by 3,818 users)","Viki, SBS World, Kocowa",2020,"7.8 (scored by 3,818 users)",7.8,3818,1
Decoy: Part 2,"Apr 7, 2023 - Apr 21, 2023",COUPANG TV,7.8 (scored by 882 users),Viki,2023,7.8 (scored by 882 users),7.8,882,1
We Are Peaceful Brothers,"Oct 20, 2017 - Dec 8, 2017",Naver TV Cast,"7.8 (scored by 1,351 users)",KOK TV,2017,"7.8 (scored by 1,351 users)",7.8,1351,0
Forest,"Jan 29, 2020 - Mar 19, 2020",KBS2,"7.8 (scored by 8,455 users)","Apple TV, Viki",2020,"7.8 (scored by 8,455 users)",7.8,8455,1
Jang Ok Jung,"Apr 8, 2013 - Jun 25, 2013",SBS,"7.8 (scored by 3,839 users)","Viki, SBS World, Kocowa",2013,"7.8 (scored by 3,839 users)",7.8,3839,1
The Scholar Who Walks the Night,"Jul 8, 2015 - Sep 10, 2015",MBC,"7.8 (scored by 14,759 users)","Netflix, Viki, Kocowa",2015,"7.8 (scored by 14,759 users)",7.8,14759,1
Soul Mechanic,"May 6, 2020 - Jun 25, 2020",KBS2,"7.8 (scored by 3,280 users)","Viki, Kocowa",2020,"7.8 (scored by 3,280 users)",7.8,3280,1
"Saimdang, Light’s Diary","Jan 26, 2017 - May 4, 2017",SBS,"7.8 (scored by 2,223 users)","Netflix, Viki, Prime Video, AsianCrush, Tubi",2017,"7.8 (scored by 2,223 users)",7.8,2223,1
Anna,"Jun 24, 2022 - Jul 8, 2022",COUPANG TV,"7.8 (scored by 7,911 users)",Prime Video,2022,"7.8 (scored by 7,911 users)",7.8,7911,1
Strongest Deliveryman,"Aug 4, 2017 - Sep 23, 2017",KBS2,"7.8 (scored by 13,393 users)","Netflix, Tubi, Kocowa",2017,"7.8 (scored by 13,393 users)",7.8,13393,1
Sweet Revenge,"Oct 27, 2017 - Jan 5, 2018",Oksusu,"7.8 (scored by 15,158 users)","Apple TV, Viki, AsianCrush, Tubi",2018,"7.8 (scored by 15,158 users)",7.8,15158,1
The Game: Towards Zero,"Jan 22, 2020 - Mar 12, 2020",MBC,"7.8 (scored by 5,248 users)","Viki, Kocowa",2020,"7.8 (scored by 5,248 users)",7.8,5248,1
Road Number One,"Jun 23, 2010 - Aug 26, 2010",MBC,7.7 (scored by 613 users),,2010,7.7 (scored by 613 users),7.7,613,0
Tastefully Yours,"May 12, 2025 - Jun 10, 2025","ENA, Genie TV","7.8 (scored by 14,404 users)",Netflix,2025,"7.8 (scored by 14,404 users)",7.8,14404,1
20th Century Boy and Girl,"Oct 9, 2017 - Nov 28, 2017",MBC,"7.8 (scored by 4,100 users)",Kocowa,2017,"7.8 (scored by 4,100 users)",7.8,4100,0
Bitch X Rich Season 2,"Jul 3, 2025 - Aug 1, 2025",Wavve,"7.9 (scored by 2,159 users)",Viki,2025,"7.9 (scored by 2,159 users)",7.9,2159,1
The Mermaid Prince: The Beginning,"Nov 11, 2020 - Dec 10, 2020",,"7.8 (scored by 5,057 users)",,2020,"7.8 (scored by 5,057 users)",7.8,5057,0
Your House Helper,"Jul 4, 2018 - Aug 29, 2018",KBS2,"7.8 (scored by 4,295 users)","Viki, Kocowa",2018,"7.8 (scored by 4,295 users)",7.8,4295,1
Switch: Change the World,"Mar 28, 2018 - May 17, 2018",SBS,"7.8 (scored by 3,162 users)","Viki, SBS World, Kocowa",2018,"7.8 (scored by 3,162 users)",7.8,3162,1
Cinderella and the Four Knights,"Aug 12, 2016 - Oct 1, 2016",tvN,"7.8 (scored by 69,431 users)","Apple TV, Netflix, Viki, Tubi, Kocowa",2016,"7.8 (scored by 69,431 users)",7.8,69431,1
My Wife’s Having an Affair This Week,"Oct 28, 2016 - Dec 3, 2016",jTBC,"7.8 (scored by 4,095 users)",Disney+ Hotstar,2016,"7.8 (scored by 4,095 users)",7.8,4095,1
Chip In,"Jul 22, 2020 - Aug 13, 2020",MBC,"7.8 (scored by 1,668 users)","Viki, VIU Indonesia, Kocowa",2020,"7.8 (scored by 1,668 users)",7.8,1668,1
Criminal Minds,"Jul 26, 2017 - Sep 28, 2017",tvN,"7.8 (scored by 8,443 users)","WeTV, iQIYI, VIU Indonesia",2017,"7.8 (scored by 8,443 users)",7.8,8443,1
Yong Pal,"Aug 5, 2015 - Oct 1, 2015",SBS,"7.8 (scored by 13,381 users)","Netflix, Viki, SBS World, SBS VOD, Kocowa",2015,"7.8 (scored by 13,381 users)",7.8,13381,1
Beautiful Gong Shim,"May 14, 2016 - Jul 17, 2016",SBS,"7.8 (scored by 18,105 users)","Apple TV, Netflix, Viki, SBS World, Kocowa",2016,"7.8 (scored by 18,105 users)",7.8,18105,1
Just One Bite,"Jul 19, 2018 - Aug 11, 2018","Naver TV Cast, vLive","7.8 (scored by 2,555 users)","WeTV, PlayList Global",2018,"7.8 (scored by 2,555 users)",7.8,2555,1
The Deal,"Oct 6, 2023 - Oct 27, 2023",Wavve,"7.7 (scored by 1,667 users)","Wavve, Viki",2023,"7.7 (scored by 1,667 users)",7.7,1667,1
Flower Crew: Joseon Marriage Agency,"Sep 16, 2019 - Nov 5, 2019",jTBC,"7.8 (scored by 8,828 users)","Disney+ Hotstar, Netflix, WeTV, Viki, iQIYI, Prime Video, Kocowa",2019,"7.8 (scored by 8,828 users)",7.8,8828,1
The Village: Achiara's Secret,"Oct 7, 2015 - Dec 3, 2015",SBS,"7.7 (scored by 5,261 users)","Viki, SBS World, Kocowa",2015,"7.7 (scored by 5,261 users)",7.7,5261,1
Ga Doo Ri’s Sushi Restaurant,"Jun 9, 2020 - Jul 16, 2020","Naver TV Cast, vLive","7.8 (scored by 4,101 users)","Viki, KOK TV, Wavve, Kocowa",2020,"7.8 (scored by 4,101 users)",7.8,4101,1
The Escape of the Seven: Resurrection,"Mar 29, 2024 - May 18, 2024",SBS,"7.8 (scored by 2,319 users)","Viki, VIU Indonesia, Kocowa",2024,"7.8 (scored by 2,319 users)",7.8,2319,1
How to Buy a Friend,"Apr 6, 2020 - Apr 14, 2020",KBS2,"7.7 (scored by 3,772 users)","Viki, Kocowa",2020,"7.7 (scored by 3,772 users)",7.7,3772,1
Queen Woo,"Aug 29, 2024 - Sep 12, 2024",TVING,"7.8 (scored by 5,943 users)","Apple TV, TVING, Paramount+",2024,"7.8 (scored by 5,943 users)",7.8,5943,1
Plus Nine Boys,"Aug 29, 2014 - Oct 11, 2014",tvN,"7.8 (scored by 4,298 users)","Apple TV, Tubi",2014,"7.8 (scored by 4,298 users)",7.8,4298,1
Dreaming of a Freaking Fairytale,"May 31, 2024 - Jun 28, 2024",TVING,"7.8 (scored by 12,713 users)","TVING, VIU Indonesia, Prime Video",2024,"7.8 (scored by 12,713 users)",7.8,12713,1
"Hur Jun, the Original Story","Mar 18, 2013 - Sep 27, 2013",MBC,7.6 (scored by 247 users),,2013,7.6 (scored by 247 users),7.6,247,0
The Flower in Prison,"Apr 30, 2016 - Nov 6, 2016",MBC,"7.7 (scored by 1,815 users)","Viki, Kocowa",2016,"7.7 (scored by 1,815 users)",7.7,1815,1
Red Swan,"Jul 3, 2024 - Jul 31, 2024",Disney+,"7.8 (scored by 4,440 users)","Disney+, Disney+ Hotstar, Hulu",2024,"7.8 (scored by 4,440 users)",7.8,4440,1
Dating Class,"May 10, 2019 - Jun 29, 2019",Naver TV Cast,"7.7 (scored by 2,391 users)",tvN D STORY,2019,"7.7 (scored by 2,391 users)",7.7,2391,0
Kkondae Intern,"May 20, 2020 - Jul 1, 2020","MBC, Wavve","7.8 (scored by 3,137 users)","Netflix, WeTV, Viki, VIU Indonesia, Kocowa",2020,"7.8 (scored by 3,137 users)",7.8,3137,1
Roommates of Poongduck 304,"Oct 13, 2022 - Nov 3, 2022",,"7.8 (scored by 22,458 users)","Viki, Wavve",2022,"7.8 (scored by 22,458 users)",7.8,22458,1
Man to Man,"Apr 21, 2017 - Jun 10, 2017",jTBC,"7.8 (scored by 15,171 users)","Netflix, Viki",2017,"7.8 (scored by 15,171 users)",7.8,15171,1
A Wife’s Credentials,"Feb 29, 2012 - Apr 19, 2012",jTBC,7.7 (scored by 364 users),Viki,2012,7.7 (scored by 364 users),7.7,364,1
Homemade Love Story,"Sep 19, 2020 - Mar 7, 2021",KBS2,"7.7 (scored by 1,741 users)","Viki, KBS World, Netflix, Kocowa",2021,"7.7 (scored by 1,741 users)",7.7,1741,1
My Love Eun Dong,"May 29, 2015 - Jul 18, 2015",jTBC,"7.8 (scored by 5,492 users)","Netflix, Viki",2015,"7.8 (scored by 5,492 users)",7.8,5492,1
Super Family,"Feb 20, 2017 - Jul 3, 2017",SBS,7.7 (scored by 307 users),SBS World,2017,7.7 (scored by 307 users),7.7,307,0
Sisyphus: The Myth,"Feb 17, 2021 - Apr 8, 2021",jTBC,"7.8 (scored by 17,093 users)",Netflix,2021,"7.8 (scored by 17,093 users)",7.8,17093,1
Return,"Jan 17, 2018 - Mar 22, 2018",SBS,"7.7 (scored by 1,501 users)","SBS World, Kocowa",2018,"7.7 (scored by 1,501 users)",7.7,1501,0
My ID Is Gangnam Beauty,"Jul 27, 2018 - Sep 15, 2018",jTBC,"7.7 (scored by 87,643 users)","Apple TV, Disney+ Hotstar, Netflix, WeTV, Viki, iQIYI, iflix, VIU Indonesia, Prime Video, Tubi, Kocowa",2018,"7.7 (scored by 87,643 users)",7.7,87643,1
The Great Show,"Aug 26, 2019 - Oct 15, 2019",tvN,"7.7 (scored by 2,826 users)",Roku,2019,"7.7 (scored by 2,826 users)",7.7,2826,1
Longing Heart,"Jan 8, 2018 - Feb 6, 2018",OCN,"7.7 (scored by 4,282 users)","Viki, Tubi",2018,"7.7 (scored by 4,282 users)",7.7,4282,1
King Maker: The Change of Destiny,"May 17, 2020 - Jul 26, 2020",TV Chosun,"7.7 (scored by 1,194 users)","Viki, K-DRAMA",2020,"7.7 (scored by 1,194 users)",7.7,1194,1
Cherry Blossoms after Winter,"Feb 24, 2022 - Apr 14, 2022",Viki,"7.8 (scored by 31,062 users)","Apple TV, WeTV, Viki",2022,"7.8 (scored by 31,062 users)",7.8,31062,1
Stealer: The Treasure Keeper,"Apr 12, 2023 - May 18, 2023",tvN,"7.7 (scored by 2,664 users)","Apple TV, TVING, Tubi, Roku",2023,"7.7 (scored by 2,664 users)",7.7,2664,1
Love after School,"Nov 28, 2017 - Jan 16, 2018",,"7.7 (scored by 1,033 users)",STUDIO DIA,2018,"7.7 (scored by 1,033 users)",7.7,1033,0
Match Play,"Nov 7, 2024",Vigloo,"7.7 (scored by 1,225 users)",,2024,"7.7 (scored by 1,225 users)",7.7,1225,0
Moon in the Day,"Nov 1, 2023 - Dec 14, 2023","ENA, Genie TV","7.7 (scored by 10,356 users)","Viki, TVING",2023,"7.7 (scored by 10,356 users)",7.7,10356,1
My Dangerous Wife,"Oct 5, 2020 - Nov 24, 2020","MBN, Wavve","7.7 (scored by 1,281 users)","Apple TV, Viki, iQIYI",2020,"7.7 (scored by 1,281 users)",7.7,1281,1
How to Hate You,"Apr 1, 2019 - Apr 2, 2019",jTBC,"7.7 (scored by 5,141 users)",Lululala Story Lab,2019,"7.7 (scored by 5,141 users)",7.7,5141,0
The Temperature of Language: Our Nineteen,"Feb 13, 2020 - Apr 4, 2020","tvN, vLive","7.7 (scored by 3,394 users)","Apple TV, tvN D STORY",2020,"7.7 (scored by 3,394 users)",7.7,3394,1
Longing for You,"Jul 26, 2023 - Sep 7, 2023",ENA,"7.8 (scored by 2,665 users)","Viki, TVING, Netflix, Lemino",2023,"7.8 (scored by 2,665 users)",7.8,2665,1
Late Night Restaurant,"Jul 4, 2015 - Sep 5, 2015",SBS,7.7 (scored by 676 users),Prime Video,2015,7.7 (scored by 676 users),7.7,676,1
Adult Trainee,"Nov 12, 2021 - Nov 26, 2021",TVING,"7.7 (scored by 14,583 users)","Apple TV, TVING",2021,"7.7 (scored by 14,583 users)",7.7,14583,1
Sweet Revenge Season 2,"Aug 13, 2018 - Oct 9, 2018",XtvN,"7.7 (scored by 8,160 users)","Viki, AsianCrush, Tubi",2018,"7.7 (scored by 8,160 users)",7.7,8160,1
The Royal Gambler,"Mar 28, 2016 - Jun 14, 2016",SBS,"7.7 (scored by 2,867 users)","Netflix, Viki, SBS World, Kocowa",2016,"7.7 (scored by 2,867 users)",7.7,2867,1
The Potato Lab,"Mar 1, 2025 - Apr 6, 2025",tvN,"7.8 (scored by 13,044 users)","Netflix, TVING",2025,"7.8 (scored by 13,044 users)",7.8,13044,1
"Miss Ma, Nemesis","Oct 6, 2018 - Nov 24, 2018",SBS,7.7 (scored by 664 users),"Apple TV, Viki, Kocowa",2018,7.7 (scored by 664 users),7.7,664,1
Love Class Season 2,"Aug 11, 2023 - Sep 8, 2023",,"7.7 (scored by 8,598 users)","Viki, WeTV",2023,"7.7 (scored by 8,598 users)",7.7,8598,1
Timing,"Apr 19, 2020 - Apr 26, 2020",jTBC,7.7 (scored by 845 users),Viki,2020,7.7 (scored by 845 users),7.7,845,1
Room No. 9,"Oct 6, 2018 - Nov 25, 2018",tvN,"7.7 (scored by 1,614 users)","Roku, Tubi, Viki, Prime Video",2018,"7.7 (scored by 1,614 users)",7.7,1614,1
Girlfriend Project Day 1,"Aug 19, 2022 - Sep 2, 2022",,"7.7 (scored by 2,450 users)",,2022,"7.7 (scored by 2,450 users)",7.7,2450,0
Moonshine,"Dec 20, 2021 - Feb 22, 2022","KBS2, Wavve","7.7 (scored by 4,856 users)","Apple TV, Viki, Prime Video, Kocowa",2022,"7.7 (scored by 4,856 users)",7.7,4856,1
Under the Gun,"Apr 12, 2024 - Apr 26, 2024",,"7.7 (scored by 2,292 users)","Viki, VIU Indonesia",2024,"7.7 (scored by 2,292 users)",7.7,2292,1
Justice,"Jul 17, 2019 - Sep 5, 2019",KBS2,"7.7 (scored by 1,326 users)","Apple TV, Viki, KBS World, Kocowa",2019,"7.7 (scored by 1,326 users)",7.7,1326,1
Introverted Boss,"Jan 16, 2017 - Mar 14, 2017",tvN,"7.7 (scored by 34,626 users)","Netflix, WeTV, Tubi",2017,"7.7 (scored by 34,626 users)",7.7,34626,1
Secret Love Affair,"Mar 17, 2014 - May 13, 2014",jTBC,"7.7 (scored by 6,117 users)","Apple TV, Viki, Tubi",2014,"7.7 (scored by 6,117 users)",7.7,6117,1
Can You Deliver Time? 2002,"Sep 10, 2021 - Oct 29, 2021",,7.7 (scored by 340 users),배티비 (BAETV),2021,7.7 (scored by 340 users),7.7,340,0
IN-SEOUL Season 2,"Jun 12, 2020 - Jul 21, 2020","jTBC, Naver TV Cast, vLive",7.7 (scored by 921 users),PlayList Global,2020,7.7 (scored by 921 users),7.7,921,0
I Have a Lover,"Aug 22, 2015 - Feb 28, 2016",SBS,"7.7 (scored by 2,284 users)","Viki, SBS World, iWant TFC, Kocowa",2016,"7.7 (scored by 2,284 users)",7.7,2284,1
"Alice, the Final Weapon","Jun 24, 2022 - Jul 8, 2022",Watcha,"7.7 (scored by 3,176 users)",Viki,2022,"7.7 (scored by 3,176 users)",7.7,3176,1
Melancholia,"Nov 10, 2021 - Dec 30, 2021",tvN,"7.7 (scored by 8,346 users)","Netflix, WeTV, Viki, iQIYI, TVING, VIU Indonesia, Hulu",2021,"7.7 (scored by 8,346 users)",7.7,8346,1
So Not Worth it,"Jun 18, 2021",Netflix,"7.7 (scored by 13,581 users)",Netflix,2021,"7.7 (scored by 13,581 users)",7.7,13581,1
Jejoongwon,"Jan 4, 2010 - May 4, 2010",SBS,7.7 (scored by 388 users),,2010,7.7 (scored by 388 users),7.7,388,0
Cat's Bar,"Aug 26, 2019 - Oct 28, 2019",,7.6 (scored by 464 users),,2019,7.6 (scored by 464 users),7.6,464,0
Payback: Money and Power,"Jan 6, 2023 - Feb 11, 2023",SBS,"7.7 (scored by 1,724 users)","Prime Video, Wavve",2023,"7.7 (scored by 1,724 users)",7.7,1724,1
Judge vs. Judge,"Nov 22, 2017 - Jan 11, 2018",SBS,"7.7 (scored by 3,720 users)","Netflix, Viki, SBS World, Kocowa",2018,"7.7 (scored by 3,720 users)",7.7,3720,1
The King of Dramas,"Nov 5, 2012 - Jan 7, 2013",SBS,"7.7 (scored by 5,047 users)","SBS World, Kocowa",2013,"7.7 (scored by 5,047 users)",7.7,5047,0
Stars Falling from the Sky,"Jan 4, 2010 - Mar 16, 2010",SBS,"7.7 (scored by 5,344 users)",Viki,2010,"7.7 (scored by 5,344 users)",7.7,5344,1
The Ghost Detective,"Sep 5, 2018 - Oct 31, 2018",KBS2,"7.7 (scored by 4,463 users)","Viki, Kocowa",2018,"7.7 (scored by 4,463 users)",7.7,4463,1
My Sassy Girl,"May 29, 2017 - Jul 18, 2017",SBS,"7.7 (scored by 9,936 users)","Apple TV, Netflix, Viki, SBS World, Tubi, Kocowa",2017,"7.7 (scored by 9,936 users)",7.7,9936,1
User Not Found,"Dec 3, 2021 - Feb 12, 2022",,"7.7 (scored by 4,846 users)","Viki, KOK TV",2022,"7.7 (scored by 4,846 users)",7.7,4846,1
